Date,Holiday,Discounted Stores,Day Count,Weekend,Month_sine,Month_cosine,Day of Week_sine,Day of Week_cosine
2019-07-16,0,0.02,45,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2019-07-17,0,0.02,46,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2019-07-18,0,0.0,47,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2019-07-19,0,0.12,48,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2019-07-20,0,0.38,49,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2019-07-21,0,0.82,50,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
2019-07-22,0,0.82,51,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0
2019-07-23,0,0.98,52,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2019-07-24,0,0.86,53,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2019-07-25,0,0.62,54,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2019-07-26,0,0.18,55,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2019-07-27,0,0.18,56,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2019-07-28,0,0.02,57,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
2019-07-29,0,0.02,58,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0
2019-07-30,0,0.0,59,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2019-07-31,0,0.12,60,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
